,name,icon_href,date,text,stars,answer
14,Михаил,,2023-12-09 11:55:58,"Ходили пожилые родственники, в отделении сказали, что вклад в этом отделении можно открыть только от определенной суммы в размере несколько млн. рублей. Оказалось, что отделение обслуживает только привилегированных клиентов.",3,"Сожалеем, что возникла такая ситуация. Офис действительно обслуживает только держателей пакета «Привилегия». Информация об этом указана в разделах «Контакты» и «Особенности».

Формат работы отделения можно также уточнить перед посещением на нашем сайте: vtb.ru/about/offices или по звонку в контактный центр по номеру телефона 8 800 100-24-24 или 1000 с мобильного."
15,Anatoly Litvinenko,https://avatars.mds.yandex.net/get-yapic/48449/trWUAWXeYsTIs43EdQwKJtiwwg0-1/islands-68,2023-09-15 11:39:41,"4 года являюсь клиентом этого отделения банка. 
Красиво, просторно, нет очередей, обслуживание разумно- быстрое, к мнению клиентов прислушиваются.",5,"Спасибо, что доверяете нам! Постараемся и дальше соответствовать вашей пятёрке 💪"
16,Тамара Угляничная,,2023-10-16 10:49:05,"Офис чисто для клиентов Привилегия. Все соответствует. Замечаний нет. Было однажды, что с ОБЕДА ждала кассира долго, считаю, что в таком офисе нужно идти навстречу клиентам и прерывать обед…Хотя бывает большой поток клиентов конечно и тогда кому-то все равно придется ожидать, пока человек перекусит",5,Благодарим вас за отзыв. Обратная связь нам помогает понять наши проблемы и принять меры для улучшения сервиса и обслуживания.
17,golvik1,https://avatars.mds.yandex.net/get-yapic/68143/77VQiR4ljD60h3HRNCjUYMcFuSQ-1/islands-68,2023-11-02 11:46:21,"Отделение банка для ""белых"".
Прочитал официальный ответ ВТБ. 
Уважаемые авторы ответа! Я написал отзыв не о доставленных мне неудобствах, а о политике ВТБ фактического разделения общества на бедных и богатых.",1,"Не ставили себе такую задачу. Мы ценим всех наших клиентов 💛
С условиями обслуживания пакета «Привилегия» можно ознакомиться на нашем сайте: vtb.ru/privilegia/karty/"
18,Городская Сити,https://avatars.mds.yandex.net/get-yapic/58107/lo7Kd9U3PnJQIENb4TZcbo8MUo-1/islands-68,2022-12-18 09:46:51,"Что можно написать про отделение? Нормальное, я не отношусь к категории премиум клиентов, в связи с этим само обслуживание сотрудниками банка оценить не могу.Хотелось бы, чтобы начали обслуживать частных клиентов, не премиум сегмента, чтобы обычным людям обслуживаться. За обслуживанием для простых граждан, приходиться ехать на Юго западную или в Раменки, что не очень удобно. Тем более такой большой район, рядом ТЦ. Ну и наладить работу банкоматов, есть те, которые очень долго прогружаются именно на внесение наличных, зависают.",4,"Ольга, обратная связь помогает нам стать лучше. Примем к сведению ваши замечания."
19,Наталья М,https://avatars.mds.yandex.net/get-yapic/37154/BTC7FolAbmh4Vv6TYbkefIfl7s-1/islands-68,2024-01-09 12:29:21,Хорошее отделение в шаговой доступности от остановки общественного транспорта,5,Благодарим за положительный отзыв 👍
20,Анастасия А.,https://avatars.mds.yandex.net/get-yapic/20706/enc-a0cb65353109044c0b8d7866a84c9af298eee9008467e0d4eb455d6405be2647/islands-68,2023-11-10 10:13:51,"Нет возможности обслуживаться в отделении рядом с домом, т.к. оно только для Привилегированных клиентов",1,"Благодарим за обратную связь. Данное отделение действительно обслуживает только держателей пакета «Привилегия».
Отметим, что мы продолжаем развивать сеть наших офисов. Для вашего удобства мы реализовали возможность проведения большинства операций в личном кабинете ВТБ Онлайн."
21,денис чегодаев,,2023-11-07 10:37:52,"Ужасное отделение, нужно взять выписку и закрыть счет, а они этого сделать не могут, только кредит впарить. Не рекомендую!",1,"Благодарим за отзыв. Обратная связь помогает понять наши проблемы и принять меры для улучшения сервиса и качества обслуживания.

Важно отметить, что сотрудники всегда стараются предложить наилучшие решения, которые соответствуют требованиям клиента. При этом любые договоры с Банком могут быть заключены только с его добровольного согласия.

Расскажите, пожалуйста, подробнее, какие трудности возникли с закрытием счета и получением выписки? Позвольте также отметить, что большинство справок/выписок вы можете получить в личном кабинете ВТБ Онлайн."
22,Роман Романов,,2024-02-05 17:29:01,"Работают только с людьми у которых болшие вклады и я так понимаю с юрлицам. Банкоматы либо пустые, либо не работают.",2,"Нам очень жаль, что у вас сложилось негативное впечатление о Банке. ДО «Олимпийский» - отделение премиального обслуживания, здесь осуществляется обслуживание клиентов с пакетом «Привилегия».

Данная информация размещена в открытом доступе на нашем сайте online.vtb.ru/map/offices/."
23,Весельчак Меломан,https://avatars.mds.yandex.net/get-yapic/30431/JE9SfXrf5opUFe77CToknc5T8-1/islands-68,2024-02-12 19:26:25,"Отличное отделение, очередей нет. Особая благодарность менеджерам которые решили мой вопрос.",5,"Так приятно, что поставили нам высокую оценку 💙 Рады стараться для вас 👍"
24,Роман Дубовик,,2023-03-18 07:09:07,"Банк ВТБ сродни мошенникам. Достаточно активно пользовался их кредитной картой и в один день перед Новым Годом от банка пришло предложение в мобильное приложение о кредитных каникулах. Решил воспользоваться, предварительно побывав в отделении банка, у меня пакет ""Привилегия"", и уточнив у сотрудника банка все нюансы. В итоге банк всё-таки выставил проценты и никакие заявления (их было 2) не помогли. Налицо некомпетентность работников банка и по попросту обман. Был и второй случай, когда банк списал с меня комиссию за невыполнение требований бесплатного обслуживания пакета ""Привилегия"", хотя несколько лет я их выполнял. А тут банк их поменял, не уведомив меня как клиента. Просто отвратительное отношение к своим клиентам у банка, никому не рекомендую ВТБ.",1,"Поверьте, мы всегда стремимся быть лучше. Мы обязательно обсудим с руководителем офиса все детали, описанные в отзыве, и учтем ваши замечания. Примите, пожалуйста, наши извинения."
25,Ярослав,,2022-08-18 17:05:15,Отличное отделение. Первый опыт работы с ВТБ. Дружелюбный персонал. Очень квалифицированные персональные менеджеры. Имел дело с девушкой по имени Ольга. Полностью удовлетворен качеством обслуживания.,5,"Мы рады, что обслуживание в Банке оставило у вас приятные впечатления, и спасибо Вам за то, что уделили время и написали этот положительный отзыв о работе нашего сотрудника."
26,akhalkatsi@mail.ru,,2023-03-29 11:08:52,"Прошло примерно 2 года после закрытия счёта. Процесс выплаты процентов и закрытие счёта сам по себе был сопряжён с некомпетентностью и вызывал сильное раздражение и негативные эмоции.
Так вот, как оказалось , счёт не был закрыт, и туда случайно попали чужие деньги, которые надо было вернуть. У меня взяли заявку по телефону на закрытие счёта и возврат денег.
 В назначенное время заявка не была исполнена, мне сказали, что такие заявки не принимают оказывается по телефону, и ждать надо ещё месяц. А вообще надо ехать в отделение чтобы закрыть счёт.
 Третий (!) раз ехать в отделение чтобы сделать простую процедуру - закрыть и счёта Это кошмар какой-то!",1,"Поверьте, мы стремимся быть лучше. Обратная связь нам помогает понять наши проблемы и принять меры для улучшения сервиса и обслуживания. Благодарим вас за отзыв."
27,Ольга А.,,2023-11-23 11:24:56,Быстрое обслуживание и удобное расположение.,5,"Благодарим за положительный отзыв, нам очень приятно 👍"
28,Ирина Овдиенко,https://avatars.mds.yandex.net/get-yapic/51381/ZKZx4oeD8UFiNvcwveQx5w5riAY-1/islands-68,2023-06-02 09:47:29,"Приветливый и грамотный персонал, помог в решении вопроса. Несколько банкоматов, что очень радует, очередей там не видела",5,"Ирина, очень приятно получить такую высокую оценку, спасибо 😊"
29,Владимир Щелков,https://avatars.mds.yandex.net/get-yapic/63256/enc-cde7c6055a0f8f832947743bc2533e65ba08c98141b568115898ec6baa71854f/islands-68,2024-02-26 17:45:10,"Хорошее обслуживание, приветливый персонал!",5,"Довольные клиенты - наша лучшая награда. Благодарим за то, что так высоко оценили нашу работу 💙"
30,Ирина Ларина,,2023-06-30 13:28:06,"В целом, всё хорошо. Показалось только, что сотрудники несколько высокомерно относятся к посетителям, первый вопрос: ""Вы являетесь членом программы Привилегия?""",5,"Ирина, огромное спасибо за приятный отклик 💛
Ваше замечание мы обязательно направим руководителю офиса для дальнейшего анализа. Простите за возможные неудобства."
31,АлексейЛ.,https://avatars.mds.yandex.net/get-yapic/27274/cKCBlEss5UU3fUEJXDwYOkojA-1/islands-68,2022-05-22 17:15:43,Хорошее отделение. Просторный офис. Вежливые и компетентные сотрудники. Приятно обслуживаться. Благодарность главному администратору отделение и всем сотрудникам.,5,Спасибо за отзыв! Будем продолжать в том же духе 💪
32,Сергей,https://avatars.mds.yandex.net/get-yapic/25817/zPVifcCc4mzAPZMfeXrrxLH0I-1/islands-68,2023-11-28 11:02:28,"Это не операционное отделение в выходные проблему не решат, только пошлют где решат.",3,"Примите, пожалуйста, наши извинения за неудобства. Мы всегда стремимся быть лучше, поэтому надеемся, что ваш дальнейший опыт взаимодействия с ВТБ будет исключительно положительным."
33,Ильдар,https://avatars.mds.yandex.net/get-yapic/28439/aTjpq3tvSHfOXlJoq7FXEJds-1/islands-68,2022-01-31 16:27:26,"Удобное расположение. В банкоматах нет очереди, потому что грамотный специалист, установил четыре банкоматах в отделении, что является большим приоритетом. Сотрудники отзывчивы и помогают всегда в решении любых вопросов, за что им огромное спасибо.",5,
34,Serdgi Serdgi,,2023-01-04 12:24:32,"Удобно располагается, обслуживание тока для особых клиентов, у кого мульты вложены под проценты. Для обыкновенных людей другие точки такого банка. Персонал вежливы. От входа до директора.",4,Благодарим вас за отзыв. Обратная связь нам помогает понять наши проблемы и принять меры для улучшения сервиса и обслуживания.
35,Валера И.,,2023-05-17 07:49:05,"Ужасный филиал. Сотрудники не обслуживают, ссылаются на обслуживание только VIP клиентов. Лодари и бездельникии. Закрою все карты этого ужасного банка. Никому не советую посещать этот филиал, да и вообще ВТБ.",1,"Здравствуйте!
Сожалеем, что данная ситуация вызвала у вас негативные эмоции. Отметим, что данный офис действительно обслуживает только держателей пакета «Прививлегия». Подобрать подходящее отделение можно на нашем официальном сайте: www.vtb.ru/about/offices/"
36,Полина Э.,https://avatars.mds.yandex.net/get-yapic/59871/1yvhvFHuXnuFKRLJbem8uOv0L0-1/islands-68,2024-02-12 15:13:47,"Хорошее отделение,отзывчивый персонал !",5,"Благодарим за отзыв. Наши сотрудники всегда стараются быть внимательными и заботливыми к каждому клиенту, и мы рады, что вы ощутили это на себе. Приходите к нам почаще!"
37,П П,,2022-04-18 14:38:31,"Позвонил мне менеджер и начал красиво петь, что у Вас уровень обслуживания повышен до ""Приват банкинга"", на электронную почту пришло сообщение с подтверждением повышения уровня до вышеуказанного. 
Пришёл в данное отделение с целью получения справки о состоянии счётов. На входе меня встретил самодовольный парень и спросил имею ли я уровень привилегии для обслуживания в данном офисе,на что я ответил,что у меня уровень приват банкинг. Я объяснил ему, что не необходимо получить справки. После чего он взял мой паспорт и ушёл, как я подумал делать справки. Через 
 время он вернулся ко мне и с совершенно неприятным выражением лица указал мне на дверь и сказал, что у меня нет никакого статуса и я ещё не дорос до уровня обслуживания в их отделении. Я объяснил ему про своц статус в их банке, но ему было это совершенно не интересно, с челядью он не разговаривает. 
Выйдя из отделения, я позвонил в банке по номеру телефона, который мне оставил персональный менеджер присваивающийся при приобретении вышеуказанного статуса, но по данному номеру меня с ним соеденить не смогли, ответил другой менеджер и сказал, что у меня нет никакого статуса и он ничего не знает. 
При этом до этого менеджер пел, что мне этот статус на год дают, не зависимо сколько денег будет в дальнейшем на счету. 
Банк ВТБ стал откровенным дном. Сейчас я закрываю все свои счета в вашем банке и не хочу иметь более с вами никаких дел. 
Разберитесь с вашими бездарными сотрудниками.",1,
38,Артём Малахов,https://avatars.mds.yandex.net/get-yapic/25358/eVAu5XQhnPjFbItrAsOy5tIR8Yw-1/islands-68,2024-01-22 17:43:15,"Кайф, новые быстрые банкоматы, почти нет очередей",5,"Рады, что вам понравилось. Не зря стараемся 😃"
39,Алексей Д.,https://avatars.mds.yandex.net/get-yapic/53031/enc-d86540753b4957a4aa5e971d3b91908a630572771774cfc5f97d7d6834af041f/islands-68,2022-08-18 09:06:08,"Что могу сказать. Классический втб. Пришёл получить выписку платежей ипотеке. был вежливо послан, что тут офис только для членов клуба привилегий. А значит что я не могу ничего там получить, если не являюсь членом этого «элитного « закрытого клуба. Более того, при виде моего удивленного лица, девушка сразу на юзала продавать мне это членство.

Дорогой втб, если вы в пустом офисе не можете обслужить одного клиента с базовой просьбой, то ни о какой лояльности к банку говорить нельзя. 

Какая степень лени мешает вам сделать пометку что в этом офисе ты не получишь ничего, если ты не в «элитном» клубе? 

Пустая трата моего времени",1,"Информация об обслуживании только клиентов Привилегии указана в вкладке ""Особенности"" при просмотре информации об офисе."
40,Вера,,2022-03-15 15:18:01,"Работа отделения сотрудников на отличном уровне. Всегда готовы помочь, сейчас в не простое время для ВТБ в целом, пожелания стрессоустойчивости и оптимизма! Управляющий Сергей Александрович, при неоднократном обращении оказывал помощь в разрешении проблем, профессионал своего дела.",5,
41,Шиндина Наталия,,2023-02-27 09:31:56,"Сегодня была, нужно было только подтвердить новый паспорт. Так они работать с превилигированными клиентами)
Очень удивило меня. Огромный зал, пустой!
Так почему нет информации???",1,Спасибо за отзыв! Добавим информацию.
42,Ирина,https://avatars.mds.yandex.net/get-yapic/49368/etIFw8NAp0qJY4J1qPSBC9RlhHs-1/islands-68,2022-09-06 23:24:04,"Просто шикарный офис, колличестпосетителей меньше чем свободных операционистов, для решения вопросов есть приватные зоны, четыре современных банкомата в тамбуре)) Если кто-то претендует на обслуживание , обращайтесь в офис!",5,Получить высокую оценку от нашего клиента – это наивысшая награда за работу для всего Банка.
43,Mikhail N.,https://avatars.mds.yandex.net/get-yapic/42215/enc-7f24867cc5f5297ff8ff2dd025ac44f6a8c0ebbfcc6c0e39f897789be3f68f92/islands-68,2023-09-15 09:20:30,"По телефону говорят, что эскроу счет можно открыть в любом офисе ВТБ. по факту тут шлют в другие офисы. потраченное в пустую время!",1,"Хотели бы разобраться в ситуации, с которой вы столкнулись в офисе. Расскажите, пожалуйста, подробнее. Обязательно изучим информацию и примем меры.
Дополнительно отметим, что с паспортом и договором долевого участия действительно можно обратиться в любой офис для срочного открытия счета."
44,вадим К.,,2023-08-10 13:18:43,"Простых клиентов не обслуживают, отправляют в другие отделения , если ты не являешься клиентом их программы привелегий",1,"Данное отделение действительно обслуживает только держателей пакета «Привилегия». Информация об этом есть в разделе «Контакты». К сожалению, сервис не позволяет разместить ее в другом поле.

Ознакомиться с информацией о формате офисов можно также на сайте vtb.ru/about/offices/ или по звонку в контактный центр 8 800 100-24-24 или 1000 с мобильного.
Приносим извинения за возможные неудобства."
45,Лил Бел,,2022-12-31 09:09:33,"Сам банк может и красивый и удобный,но профессиализм сотрудников по некоторым вопросам это пустая трата ,или шулерские фокусы!!!
Даже если вы и являетесь членом привиллегий!
Всетречают по одежке!!!
Все нацеленно только чтобы вы больше оставили и ушли ни с чем !!
Не решены элементарные вопросы!!
Не могут актвировать элементарный Onpass!!
А зачем вы им манили или вводили если элементарно не можете ответить на простые вопросы?!
Вме отмашки что вам сменили систему ,так если сменили будте добры изучить новую систему или хоьябы вникнуть в суть вопроса ! .чай и кофе вам будут предлогать когда с вас хотят вытрясти бабки!
Так что не думайте что Привеллегия что то даст !!",3,"Благодарим вас за отзыв. Нам очень важно знать ваше мнение. Мы стремимся к тому, чтобы быть лучше. Проведем работу в целях улучшения качества обслуживания."
46,GILYA,https://avatars.mds.yandex.net/get-yapic/50595/5lEEY2856JZi7prC0oM3omPeBvg-1/islands-68,2023-07-20 16:29:47,"Ужасный офис и отвратительное обслуживание.
Чтобы выдать уже заказанную карту, продержали около получаса. Потом стали впаривать свою ""привилегию""... Потерянное время",1,"Благодарим вас за отзыв. Поверьте, мы стремимся к тому, чтобы быть лучше. Обязательно проведем работу в целях повышения качества и скорости обслуживания.
Позвольте отметить, что любые договоры с Банком могут быть заключены только с добровольного согласия клиента.
Приносим извинения за возможные неудобства."
47,Анастасия К.,,2024-01-10 10:00:01,Сотрудники банка хамят посетителям. Неподобающее поведение!,1,"Будем благодарны, если расскажете подробнее, с какой ситуацией пришлось столкнуться при обращении в офис. Не оставим без внимания и во всем разберёмся 👌"
48,Римма Корсакова,https://avatars.mds.yandex.net/get-yapic/39249/hvXECBjnZFPX2ApnkwfYY2CBF8-1/islands-68,2023-03-26 07:33:58,"ВТБ, или прекращайте игрушки с цифровизацией, или увольте своих криворуких айтишников и найдите профессионалов! Вчера в филиале на Тушинской люди так не смогли оформить что им было нужно, возились минут 40. Запрашивали коды, обшались с вашими роботами, которые то не видели их номер телефона в базе, то присылали пин-коды, которые не проходили. Люди ушли ни с чем, потратив кучу времени. Это и есть ваша хваленая цифровизация?! Которая на практике только создает людям проблемы, а не решает их. По старинке, без всяких роботов и кодов все это было бы оформлено за 5 минут. У вас цель - тупо внедрить то,что навязывает Всемирный банк, цифровизация ради цифровизации, а на людей плевать?",2,"Поверьте, мы всегда стремимся быть лучше. Мы обязательно обсудим с руководителем офиса все детали, описанные в отзыве, и учтем ваши замечания. Примите, пожалуйста, наши извинения."
49,Ольга Ольгина,,2023-06-02 06:28:52,"Доброжелательный персонал. Всегда быстро обслуживают, без очередей.",5,"Ольга, спасибо, что уделили время и оставили отзыв. Постараемся и дальше соответствовать вашей пятёрке 💪"
50,Светлана Алимова,,2023-10-17 09:49:06,"Приветливый персонал, хорошо, быстро, понятно.",5,"Рады, что вам понравилось. Ждем вас снова 😃"
51,Дима Рудницкий,https://avatars.mds.yandex.net/get-yapic/43978/7DTLCmWEs9k5PPE1GDovelv5o-1/islands-68,2024-03-01 19:31:50,Обслуживание только определенной категории лиц.,5,"Спасибо за положительный отзыв, нам очень приятно 👍"
52,Polina,https://avatars.mds.yandex.net/get-yapic/40841/ZGHS54bFcLSK144SaFvJZ4Hapw-1/islands-68,2023-07-03 13:31:47,"Очень неприятный опыт от посещения.
Я не клиент привилегии, и зашла туда по ошибке. Оценив меня по одежке, менеджер очень громко стала спрашивать меня об уровне дохода и трат, со словами, что «да мы вам сейчас привилегию подключим и все здесь оформим». 
Так не общаются с потенциальными премиальными клиентами - раз, стоит хотя бы сначала описать мне преимущество программы - два. 

До этого опыт посещения отделений был исключительно положительным.",2,"Спасибо, что поделились с нами. Обязательно проработаем с сотрудниками вопрос соблюдения стандартов клиентского обслуживания. Примите наши извинения за неудобства."
53,Арсений,,2023-11-02 17:57:33,"ВТБ Привелегия - этим все сказано. Отличный сервис. Ещё ни разу не был разочарован. Все расскажут, покажут, помогут. Молодцы. Спасибо.",5,"Спасибо, рады стараться 😃"
54,amid,https://avatars.mds.yandex.net/get-yapic/27232/ZEG4ptZIB5VzXjRAsUUC9G1yAeY-1/islands-68,2024-01-25 14:32:32,Вполне вероятно что это одекватное учреждение,4,Спасибо за оценку!
55,паша ванин,,2023-11-20 19:08:38,Профессиональная молодая команда.,5,"Благодарим за положительный отзыв о нашей работе. Рады, что вы остались довольны 💛"
56,Борис,https://avatars.mds.yandex.net/get-yapic/21493/enc-044dcb20e08b09e6c8e9e9e3378ec9a8/islands-68,2023-11-23 11:54:49,Отличное отделение! Приветливые и квалифицированные сотрудники.,5,"Спасибо, что поделились своими впечатлениями. Мы очень ценим обратную связь 💛"
57,Сергей Осипов,,2022-11-22 18:04:51,Хорошее отделение. Всегда подробно проконсультируют. Прекрасное отношение к клиентам.,5,"Спасибо вам, очень приятно получать обратную связь 🙏👌 Приезжайте ещё 💛"
58,bvk-moscow,,2022-09-20 17:28:20,"Отличное отделение по программе Привилегия. Быстро, компетентно, приятно. Рекомендую .",5,"Позвольте Вас поблагодарить за высокую оценку. Поверьте, видеть положительные эмоции наших клиентов – бесценно. Спасибо за вашу лояльность и финансовое сотрудничество с нами."
59,Яков М.,https://avatars.mds.yandex.net/get-yapic/59871/enc-15babe74ad0517ca56d3cad2429ce35db089544d1ddc559dfbd8dd4ba6f13530/islands-68,2023-05-26 13:20:29,"Стоит указать, что данный офис предназначен только для толстосумов, обычным смертным тут не рады и не обслуживают",1,"Яков, благодарим за обратную связь. Мы рады всем нашим клиентам!
Данное отделение обслуживает только держателей пакета «Привилегия». Информация об этом есть в разделе «Контакты». К сожалению, сервис не позволяет разместить ее в другом поле.
Уточнить формат офиса можно на сайте нашего Банка vtb.ru/about/offices
Приносим извинения за возможные неудобства."
60,Елена Ходакова,https://avatars.mds.yandex.net/get-yapic/51381/GDEnUnJaGlT30xxpHiWz1bQGxE-1/islands-68,2023-03-20 08:30:53,"Только для привилегированных особ, счет не закрыли, хотя на горячей линии сказали, что в любом отделении, пожалуйста",1,"Приносим извинения за доставленные неудобства, но данное отделение обслуживает клиентов пакета ""Привилегия"". Рекомендуем обратиться в другое отделение."
61,София А.,https://avatars.mds.yandex.net/get-yapic/38135/kmXqi02QS9YdihnGMYvZgypniXU-1/islands-68,2022-05-01 17:33:26,Процесс обслуживания в этом филиале проходит быстро и четко. Мой менеджер Татьяна Дудина - лучшая! На каждый мой запрос получаю исчерпывающий ответ.,5,
62,Антон П.,,2023-06-05 14:12:44,"О том, что это офис private banking узнаешь во время отказа в обслуживании. Отказались открывать счета",1,"Здравствуйте, Антон!
Сожалеем, что возникла такая неприятная ситуация. Действительно, существуют отделения, которые обслуживают только держателей привилегированного пакета обслуживания. На Яндекс Картах такая информация отображается в разделе Особенности → Прочее → Вид отделения. Также можем рекомендовать подбирать подходящие офисы на нашем сайте: www.vtb.ru/about/offices/"
63,Владимир Чернышов,https://avatars.mds.yandex.net/get-yapic/48449/QulT9DdQymIiI4ARaicFCjw8x4-1/islands-68,2023-11-18 18:45:53,Быстро качественно,5,"Спасибо, рады стараться 😊"
