,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Обслуживание,Отношение к клиентам,Персонал,Время ожидания,Банкомат,Ремонт,Расположение,Кредит,Ипотека,График работы,load_time
10,1045197860,СберБанк,"ул. 20-летия Октября, 90Б, Воронеж",www.sberbank.ru,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 09:00-15:00, 'sun': выходной",51.655322,39.189022,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/Sber_Business_Live_bot', 'https://vk.com/careersber']",69,69,76,65,69,,93,,,,2024-06-21 17:28:22
11,1033495395,СберБанк,"Электровозная ул., 25Б, Воронеж",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:30-13:30, 'sun': выходной",51.735180,39.290963,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",77,76,75,68,76,,100,,,,2024-06-21 17:28:22
12,1007628747,СберБанк,"Клинская ул., 1, Воронеж",www.sberbank.ru,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': выходной, 'sun': выходной",51.662379,39.276768,"4,2",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank', 'https://www.youtube.com/channel/UCM4aBRnEiNCf9fQFl2qx2Bg']",75,74,78,52,7,,,,,0,2024-06-21 17:28:22
13,227951327559,СберБанк,"ул. Туполева, 27А, Воронеж",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-14:00, 'sun': выходной",51.636544,39.272671,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",77,75,81,58,28,,85,,,,2024-06-21 17:28:22
14,161169447656,СберБанк,"ул. Ворошилова, 8Б, Воронеж",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 10:00-15:00, 'sun': выходной",51.656830,39.181988,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",75,73,78,68,71,,93,71,77,55,2024-06-21 17:28:22
15,1025356241,СберБанк,"ул. Шишкова, 65, Воронеж",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': выходной, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-14:00, 'sun': выходной",51.701333,39.195669,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",72,68,73,71,61,72,100,8,,,2024-06-21 17:28:22
16,90735928531,СберБанк,"ул. Маршала Жукова, 12А, Воронеж",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-15:00, 'sun': выходной",51.714924,39.173726,"4,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",78,75,77,76,91,,100,,,86,2024-06-21 17:28:22
17,1014876194,СберБанк,"Минская ул., 1, Воронеж",www.sberbank.ru,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-16:00, 'sun': выходной",51.681408,39.255190,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",66,66,69,40,21,63,,,,11,2024-06-21 17:28:22
18,1107933999,СберБанк,"Московский просп., 11, Воронеж",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 10:00-14:00, 'sun': выходной",51.689238,39.183135,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",65,67,67,54,40,,,,,38,2024-06-21 17:28:22
19,1109364360,СберБанк,"ул. Ломоносова, 114/10, Воронеж",www.sberbank.ru,"'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-13:00, 'sun': выходной",51.726382,39.200877,"4,4",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],67,64,75,60,39,53,86,,,8,2024-06-21 17:28:22
20,1053326459,СберБанк,"Ростовская ул., 58/24, Воронеж",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': выходной, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-14:00, 'sun': выходной",51.603023,39.237528,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",79,77,82,71,81,,100,,,,2024-06-21 17:28:22
21,1073894668,СберБанк,"ул. Ленина, 73, Воронеж",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",51.684238,39.216372,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,74,79,71,36,,100,,,,2024-06-21 17:28:22
22,1108051627,СберБанк,"ул. Феоктистова, 6, Воронеж",www.sberbank.ru,"'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 10:30-15:00, 'sun': выходной",51.675859,39.207783,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",61,61,66,50,54,,91,,,,2024-06-21 17:28:22
23,1887485279,СберБанк,"ул. Генерала Лизюкова, 60, Воронеж",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-16:30, 'sun': 09:00-15:30",51.706154,39.148697,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",77,77,83,61,53,,100,,,,2024-06-21 17:28:22
24,1106973185,СберБанк,"Плехановская ул., 12, Воронеж",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': выходной, 'sun': выходной",51.662239,39.199766,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",64,67,77,45,64,,100,,,,2024-06-21 17:28:22
25,1086491252,СберБанк,"Дачный просп., 15, Воронеж",www.sberbank.ru,"'mon': 09:00-17:30, 'tue': 09:00-17:30, 'wed': 09:00-17:30, 'thu': 09:00-17:30, 'fri': 09:00-17:30, 'sat': выходной, 'sun': выходной",51.742417,39.369633,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",70,75,74,36,8,,,,,0,2024-06-21 17:28:22
26,220776495529,СберБанк,"Московский просп., 5, Воронеж",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': выходной, 'sun': выходной",51.679812,39.184191,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",86,88,87,79,46,,,,,,2024-06-21 17:28:22
27,1041815484,СберБанк,"бул. Победы, 22А, Воронеж",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",51.713430,39.167304,"4,5",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",76,74,81,65,72,,83,,,43,2024-06-21 17:28:22
28,1033834787,СберБанк,"ул. Хользунова, 76, Воронеж",www.sberbank.ru,"'mon': 08:30-18:30, 'tue': 08:30-18:30, 'wed': выходной, 'thu': 08:30-18:30, 'fri': 08:30-18:30, 'sat': 09:00-13:00, 'sun': выходной",51.702530,39.164713,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",64,65,66,32,21,87,85,,,,2024-06-21 17:28:22
29,1003036887,СберБанк,"Беговая ул., 217, Воронеж",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-15:00, 'sun': выходной",51.696595,39.142112,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",81,77,80,71,74,,90,,,93,2024-06-21 17:28:22
30,101011869882,СберБанк,"ул. 9 Января, 133, Воронеж",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-13:00, 'sun': выходной",51.673533,39.149568,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",76,77,78,65,64,,100,,,73,2024-06-21 17:28:22
31,78462796520,СберБанк,"ул. 9 Января, 233/35, Воронеж",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': выходной, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-13:30, 'sun': выходной",51.681559,39.123795,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sber_students_bot', 'https://vk.com/sber']",81,81,81,66,50,,97,,,,2024-06-21 17:28:22
32,140681853782,СберБанк,"Краснозвёздная ул., 42, Воронеж",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-13:00, 'sun': выходной",51.654218,39.117303,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",81,79,81,64,65,,94,,,61,2024-06-21 17:28:22
33,96238997695,СберБанк,"ул. Героев Сибиряков, 65А, Воронеж",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:30-14:30, 'sun': выходной",51.646454,39.138504,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",83,78,82,88,73,,100,,,,2024-06-21 17:28:22
34,1043796402,СберБанк,"ул. Молодогвардейцев, 8, Воронеж",www.sberbank.ru,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 09:00-14:00, 'sun': выходной",51.649692,39.127651,"4,5",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",86,82,84,60,39,74,84,,,36,2024-06-21 17:28:22
35,1120331374,СберБанк,"ул. Ворошилова, 49, Воронеж",www.sberbank.ru,"'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 09:00-13:00, 'sun': выходной",51.647311,39.156712,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",76,76,81,69,76,,100,,,,2024-06-21 17:28:22
36,1004284688,СберБанк,"Новосибирская ул., 32, Воронеж",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 10:00-14:00, 'sun': выходной",51.612093,39.236714,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",88,85,92,75,45,,79,,,,2024-06-21 17:28:22
37,1074001371,СберБанк,"ул. Матросова, 6Б, Воронеж",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",51.635800,39.173697,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",80,78,83,60,26,80,64,,,10,2024-06-21 17:28:22
38,1076712696,СберБанк,"ул. Владимира Невского, 24А, Воронеж",www.sberbank.ru,"'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-14:00, 'sun': выходной",51.709591,39.151495,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",91,91,93,74,91,,95,,,,2024-06-21 17:28:22
39,153178195202,СберБанк,"Острогожская ул., 170/7, Воронеж",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-13:00, 'sun': выходной",51.564887,39.119709,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",70,67,73,46,6,,94,,,,2024-06-21 17:28:22
40,1012818515,СберБанк,"бул. Пионеров, 11, Воронеж",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': выходной, 'sun': выходной",51.655620,39.153828,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",68,65,67,57,64,94,,,,,2024-06-21 17:28:22
41,184982491463,СберБанк,"бул. Победы, 22А, Воронеж",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",51.713480,39.167245,"4,7",['8 (800) 555-55-50Показать телефон'],"['https://ok.ru/sberbank', 'https://vk.com/sberbank']",86,85,83,81,,,91,,,,2024-06-21 17:28:22
42,186099048660,СберБанк,"ул. Чапаева, 29, корп. 1, Семилуки",www.sberbank.ru,"'mon': 08:00-17:30, 'tue': 08:00-17:30, 'wed': 08:00-17:30, 'thu': 08:00-17:30, 'fri': 08:00-17:30, 'sat': 08:30-13:00, 'sun': выходной",51.695562,39.020444,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",71,75,77,71,,,85,,,,2024-06-21 17:28:22
43,40135134554,СберБанк,"ул. 232-й Стрелковой Дивизии, 45Б, микрорайон Придонской, Воронеж",www.sberbank.ru,"'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:30-13:30, 'sun': выходной",51.682603,39.087863,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://t.me/sberbank', 'https://vk.com/sberbank']",86,84,85,73,50,,69,,,,2024-06-21 17:28:22
44,72354018761,СберБанк,"ул. Мира, 23А, село Новоживотинное",www.sberbank.ru,"'mon': 08:00-12:00,13:00-15:45, 'tue': 08:00-12:00,13:00-15:45, 'wed': 08:00-12:00,13:00-15:45, 'thu': 08:00-12:00,13:00-15:45, 'fri': 08:00-12:00,13:00-15:45, 'sat': выходной, 'sun': выходной",51.886203,39.171586,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,,,2024-06-21 17:28:22
45,215262523253,СберБанк,"Школьная ул., 23, посёлок 1-го отделения совхоза ""Масловский""",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': 08:00-12:00,12:30-17:15, 'sat': выходной, 'sun': выходной",51.535546,39.339481,"3,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,,,2024-06-21 17:28:22
46,1763415911,СберБанк,"ул. 9 Января, 21А, Семилуки",www.sberbank.ru,"'mon': 08:30-17:00, 'tue': 08:30-17:00, 'wed': 08:30-17:00, 'thu': 08:30-17:00, 'fri': 08:30-17:00, 'sat': выходной, 'sun': выходной",51.683121,39.035079,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",85,81,86,79,,,,,,,2024-06-21 17:28:22
47,147251233656,СберБанк,"ул. Ленина, 71, село Ямное",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': 08:45-12:00,12:30-18:45, 'fri': выходной, 'sat': выходной, 'sun': выходной",51.790393,39.154015,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,,,2024-06-21 17:28:22
48,1178964174,СберБанк,"Советская ул., 3, посёлок Воля",www.sberbank.ru,"'mon': выходной, 'tue': 08:00-12:00,12:45-16:00, 'wed': 08:00-12:00,12:45-16:00, 'thu': 08:00-12:00,12:45-16:00, 'fri': 08:00-12:00,12:45-16:00, 'sat': 08:00-12:30, 'sun': выходной",51.766510,39.531945,"3,8",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,,,2024-06-21 17:28:22
49,1109719367,СберБанк,"ул. Генерала Лохматикова, 29, Воронеж",www.sberbank.ru,"'mon': 08:30-16:30, 'tue': 08:30-16:30, 'wed': 08:30-16:30, 'thu': 08:30-16:30, 'fri': 08:30-16:30, 'sat': 08:30-12:30, 'sun': выходной",51.879137,39.582888,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,,,2024-06-21 17:28:22
50,1149296195,СберБанк,"ул. Ломоносова, 198Б, село Углянец",www.sberbank.ru,"'mon': выходной, 'tue': 08:00-13:00,13:30-15:45, 'wed': 08:00-13:00,13:30-15:45, 'thu': 08:00-13:00,13:30-15:45, 'fri': 08:00-13:00,13:30-15:45, 'sat': 09:00-13:30, 'sun': выходной",51.818517,39.580562,"4,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,,,2024-06-21 17:28:22
51,1101071896,СберБанк,"Транспортная ул., 47, село Семилуки",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': 08:30-12:00,12:30-15:30, 'fri': выходной, 'sat': выходной, 'sun': выходной",51.724984,39.035401,"4,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,,,2024-06-21 17:28:22
52,1015836212,СберБанк,"ул. Свободы, 68, село Орлово",www.sberbank.ru,"'mon': 08:30-12:00,12:30-16:15, 'tue': 08:30-12:00,12:30-16:15, 'wed': 08:30-12:00,12:30-16:15, 'thu': 08:30-12:00,12:30-16:15, 'fri': 08:30-12:45, 'sat': выходной, 'sun': выходной",51.766850,39.590659,"3,1",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,,,2024-06-21 17:28:22
53,9994766440,СберБанк,"Советская ул., 94, село Рогачёвка",www.sberbank.ru,"'mon': выходной, 'tue': 08:00-12:00,12:30-17:15, 'wed': выходной, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",51.501409,39.541917,"3,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,,,,,,,2024-06-21 17:28:22
54,1269868253,СберБанк,"ул. Мира, 15, село Новогремяченское",www.sberbank.ru,"'mon': выходной, 'tue': 09:30-11:30,12:00-14:45, 'wed': 09:30-11:30,12:00-14:45, 'thu': выходной, 'fri': выходной, 'sat': выходной, 'sun': выходной",51.535366,39.050278,"3,3",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],,,,,,,,,,,2024-06-21 17:28:22
55,1018341796,СберБанк,"Центральная ул., 2, д. Михайловка",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': выходной, 'fri': 08:30-12:00,12:30-16:00, 'sat': выходной, 'sun': выходной",51.505423,39.671409,"4,0",['8 (800) 555-55-50Показать телефон'],['https://vk.com/sberbank'],,,,,,,,,,,2024-06-21 17:28:22
